App,Category,Rating,Reviews,Size,Installs,Price,Content Rating,GenrePrincipal,Last Updated,GenreSecondaire
BN Mi Banco,4,3.0,597,17000000,100000,0.0,0,Business,2018-07-12,
BN Pro BlueICS-b HD Text,15,4.2,78,812000,10000,0.0,0,Libraries & Demo,2017-02-05,
BN Whitening Shoppe Ph,2,4.0,2,13000000,100,0.0,0,Beauty,2018-03-06,
BN Pro ArialXL Legacy Text,15,4.1,142,442000,10000,0.0,0,Libraries & Demo,2017-02-05,
Sam.BN Pro,25,,11,2000000,10,0.99,0,Tools,2015-03-27,
BN Pro PercentXL-b Neon HD Txt,15,4.0,45,842000,5000,0.0,0,Libraries & Demo,2017-02-05,
BN Bank Mobilbank,11,3.1,72,2400000,10000,0.0,0,Finance,2018-02-13,
BN Pro Play-b HD Text,15,4.4,34,417000,1000,0.0,0,Libraries & Demo,2017-02-05,
[BN] Blitz,23,3.2,4,5600000,100,0.0,0,Sports,2018-05-17,
BN Pro LcdD Legacy Text,15,3.9,71,412000,10000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro RobotoXL-b HD Text,15,4.2,86,459000,10000,0.0,0,Libraries & Demo,2017-02-05,
Browsery by Barnes & Noble,3,4.7,146,34000000,5000,0.0,0,Books & Reference,2018-04-30,
BN Pro ArialXL-b HD Text,15,4.0,24,478000,1000,0.0,0,Libraries & Demo,2017-02-05,
2017 BN SM Sales Conference,4,,2,10000000,100,0.0,1,Business,2017-09-28,
BN Inscript Improved Input keyboard,27,,0,6200000,10,0.0,0,Productivity,2017-12-07,
BN Pro Percent White HD Text,15,4.0,45,335000,5000,0.0,0,Libraries & Demo,2017-02-05,
RTVBN,31,3.7,533,3800000,50000,0.0,0,News & Magazines,2018-08-05,
BN Pro White HD Text,15,4.1,120,782000,10000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro Roboto-b Neon HD Text,15,4.4,30,721000,5000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro LcdD HD Text,15,4.0,50,430000,5000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro LcdD-b HD Text,15,3.9,131,429000,10000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro Solid Battery-White,15,3.6,7,192000,1000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro Battery Level-White,15,,21,200000,5000,0.0,0,Libraries & Demo,2017-02-05,
BN MALLORCA Radio,6,,23,13000000,1000,0.0,0,Communication,2017-11-29,
"Calendars (En, Bn, Ar)",27,4.6,27,2500000,1000,0.0,0,Productivity,2017-06-05,
BN Habitat - Property Experts - Buy | Sell | Rent,4,,0,8900000,50,0.0,0,Business,2017-10-04,
BN Pro Play HD Text,15,4.4,63,417000,5000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro RobotoXL HD Text,15,4.3,15,460000,1000,0.0,0,Libraries & Demo,2017-02-05,
New York Mysteries (Full),17,4.5,514,5900000,5000,6.99,1,Adventure,2018-06-04,
BN Pro ArialXL-b Neon HD Text,15,4.1,66,728000,10000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro Black Text,15,3.8,18,496000,1000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro BlueICS HD Text,15,4.1,174,816000,10000,0.0,0,Libraries & Demo,2017-02-05,
The Legacy (Full),17,4.6,144,6300000,1000,6.99,0,Adventure,2018-05-15,
BN Pro Arial Legacy Text,15,3.7,83,414000,10000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro Black Text on White,15,3.9,53,334000,10000,0.0,0,Libraries & Demo,2017-02-05,
BN Pro White Text,15,4.4,50,506000,5000,0.0,0,Libraries & Demo,2017-02-05,
Sam.BN,25,,83,2000000,1000,0.0,0,Tools,2015-03-27,
Bangla Calendar 1425: (EN-BN-AR) Holiday,16,4.5,31,2300000,1000,0.0,0,Lifestyle,2018-04-21,
BN DB1 App,27,,2,34000000,50,0.0,0,Productivity,2017-12-04,
BN Inscript Improved Keyboard,27,,0,7500000,10,0.0,0,Productivity,2017-11-06,
Skip-Bo™,17,4.4,33661,60000000,100000,2.99,0,Card,2018-08-03,
Skip-Bo™ Free,17,3.5,46801,60000000,1000000,0.0,0,Card,2018-08-03,
Beck & Bo: Toddler First Words,18,4.3,41,7900000,1000,2.99,0,Education,2018-05-31,Pretend Play
Bubble Bo-Bo,18,4.5,65,24000000,10000,0.0,0,Casual,2018-07-05,
Boom Beach,18,4.5,5591653,95000000,50000000,0.0,2,Strategy,2018-07-18,
Red Ball 4,17,4.4,1432447,59000000,50000000,0.0,0,Arcade,2017-11-09,
Bo's Bedtime Story,18,4.2,13,23000000,1000,2.49,0,Education,2017-12-25,Pretend Play
Skater Boy,17,4.3,1167143,12000000,100000000,0.0,0,Arcade,2017-09-20,
Sic Bo,17,,1,11000000,100,1.99,1,Card,2013-08-27,
FX LITE BO,11,3.6,73,14000000,10000,0.0,0,Finance,2016-10-18,
Casual Sic Bo (骰寶),18,4.0,3,2200000,500,0.0,1,Casual,2018-07-22,
Sic Bo Online! Free Casino,17,3.8,488,30000000,100000,0.0,1,Casino,2016-06-10,
Dr.Dice - Sic bo analyzer,18,,2,8500000,10,46.99,0,Entertainment,2016-11-05,
Bo's Matching Game,18,,3,19000000,1000,0.99,0,Education,2017-12-28,Brain Games
Hambo,17,4.4,125578,17000000,5000000,0.0,0,Action,2015-07-06,
HBO GO: Stream with TV Package,18,3.8,87734,32000000,10000000,0.0,1,Entertainment,2018-07-19,
Sic Bo Rave,17,3.9,164,33000000,10000,0.0,1,Card,2013-09-23,
Thai Sic Bo,17,4.1,14283,4200000,1000000,0.0,1,Casino,2017-10-01,
Bo's Dinnertime Story,18,4.3,6,33000000,1000,2.49,0,Education,2017-12-25,Pretend Play
BOO! - Next Generation Messenger,20,3.5,20675,96000000,1000000,0.0,1,Social,2018-08-02,
Socle Commun BO du 23-04-2015,15,,4,4700000,100,0.99,0,Libraries & Demo,2016-08-08,
Wishbone - Compare Anything,20,4.3,51569,26000000,1000000,0.0,1,Social,2018-07-30,
Bee.Bo,16,,11,23000000,1000,0.0,0,Lifestyle,2017-04-13,
Bo's School Day,18,4.7,10,30000000,1000,2.99,0,Education,2017-12-18,Pretend Play
Bounce Classic,17,4.5,38297,6400000,10000000,0.0,0,Arcade,2018-07-05,
Habbo - Virtual World,18,3.8,159398,28000000,5000000,0.0,1,Role Playing,2018-05-30,
Bomber Friends,17,4.5,776730,49000000,10000000,0.0,2,Action,2018-07-26,
Sic Bo (Tai Xiu) - Multiplayer Casino,17,4.2,152,16000000,10000,0.0,1,Casino,2018-07-08,
Power Spheres by BoBoiBoy,18,4.3,70903,51000000,5000000,0.0,0,Puzzle,2018-05-03,Brain Games
Bo Aung Din,10,4.1,110,2600000,5000,0.0,1,Events,2018-06-05,
No Crop & Square for Instagram,22,4.6,819694,25000000,10000000,0.0,0,Photography,2018-06-26,
Hungry Shark World,17,4.5,1243017,27000000,50000000,0.0,1,Action,2018-07-18,
Go-Go-Goat! Free Game,18,4.5,66740,23000000,1000000,0.0,0,Arcade,2016-07-08,Action & Adventure
BPme - Mobile Fuel Payment & BP Driver Rewards app,24,3.0,69,31000000,10000,0.0,0,Travel & Local,2018-06-11,
My BP Lab,13,2.6,186,25000000,10000,0.0,0,Health & Fitness,2018-05-19,
BP World Energy,4,3.4,25,16000000,10000,0.0,0,Business,2018-07-27,
iBP Blood Pressure,19,4.4,578,704000,10000,0.99,0,Medical,2014-11-30,
Blood Pressure,19,4.2,33033,7400000,5000000,0.0,0,Medical,2018-07-24,
BP and Sugar Test Prank,16,4.0,7808,5000000,1000000,0.0,0,Lifestyle,2015-11-05,
Blood Pressure Log - MyDiary,19,4.7,8347,2600000,500000,0.0,0,Medical,2018-04-13,
iFORA BP,19,3.4,18,45000000,1000,0.0,0,Medical,2018-06-05,
MbH BP,19,3.7,9,23000000,1000,0.0,0,Medical,2017-10-03,
Blood Pressure(BP) Diary,19,3.7,3596,8400000,1000000,0.0,0,Medical,2018-07-18,
Cardio Journal — Blood Pressure Log,19,4.5,3320,8300000,100000,0.0,0,Medical,2018-02-12,
Blood Pressure Info,18,3.9,174423,7900000,10000000,0.0,0,Entertainment,2018-08-02,
BP Journal - Blood Pressure Diary,19,5.0,6,26000000,1000,0.0,0,Medical,2018-05-25,
Blood Pressure Monitor,19,4.3,17,6000000,10000,0.0,0,Medical,2017-02-25,
Blood Pressure Companion,19,4.2,178,4800000,1000,0.99,0,Medical,2018-07-22,
Monitor My BP,13,,0,4600000,50,5.99,0,Health & Fitness,2016-11-26,
MedM Blood Pressure,19,4.0,255,16000000,10000,0.0,0,Medical,2018-05-25,
Free Blood Pressure,19,,7,5700000,5000,0.0,0,Medical,2016-10-13,
"Diabetes, Blood Pressure, Health Tracker App",19,4.5,309,5900000,10000,0.0,0,Medical,2017-03-15,
Blood Pressure(BP) Report Lite,19,4.0,91,335000,10000,0.0,0,Medical,2012-02-08,
bp e-store,3,4.4,52,2200000,1000,0.0,0,Books & Reference,2016-01-15,
Wireless BP,19,1.8,30,887000,500,0.0,0,Medical,2016-05-27,
BP Tracker,13,4.3,12,613000,1000,0.0,0,Health & Fitness,2016-02-20,
BP Log lite,16,5.0,3,1500000,100,0.0,0,Lifestyle,2014-11-15,
MI-BP,13,5.0,1,12000000,50,0.0,0,Health & Fitness,2018-04-09,
BP Service,4,,0,26000000,100,0.0,0,Business,2018-01-17,
BP-Tech,18,3.2,12,13000000,1000,0.0,0,Casual,2018-02-03,
Blood Pressure Diary,18,4.6,47,3300000,5000,0.0,0,Simulation,2018-08-01,
High Blood Pressure,19,3.8,4,2900000,1000,0.0,0,Medical,2016-06-01,
Simple Blood Pressure log,19,3.9,31,10000000,1000,0.0,0,Medical,2016-01-15,
BP Tracker-Symptoms & Solution,19,4.2,34,3200000,1000,0.0,0,Medical,2016-10-12,
Compas BP Store,21,,0,2500000,10,0.0,0,Shopping,2017-12-21,
Blood Pressure Tracker,19,4.0,11,1800000,1000,0.0,0,Medical,2017-11-08,
Hypertension Hi blood pressure,19,3.8,292,2700000,100000,0.0,0,Medical,2018-04-16,
BP Scanner Prank,18,4.1,157,7000000,50000,0.0,0,Entertainment,2016-09-20,
Deep Breathe BP,13,3.9,26,12000000,1000,0.0,0,Health & Fitness,2018-06-09,
BP Toolbox,13,2.1,32,9600000,1000,0.0,0,Health & Fitness,2018-05-22,
bp Magazine for Bipolar,16,1.8,5,18000000,1000,0.0,2,Lifestyle,2018-02-12,
Blood Pressure - Heartcare,19,4.2,70,1900000,10000,0.0,0,Medical,2016-05-27,
UM BP Track,19,2.0,1,29000000,50,0.0,0,Medical,2017-06-27,
BP Assist,25,,0,9400000,100,0.0,0,Tools,2018-07-03,
BP Fitness Lead Scanner,10,,0,6700000,1,109.99,0,Events,2017-08-23,
Blood pressure,13,3.4,2256,1600000,500000,0.0,0,Health & Fitness,2014-07-31,
High Blood Pressure Symptoms,19,4.3,46,2000000,10000,0.0,0,Medical,2017-04-05,
BQ Services,25,3.7,5004,2500000,1000000,0.0,0,Tools,2018-07-09,
BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,17,4.7,191,7200000,5000,0.0,0,Trivia,2018-07-31,
"Brilliant Quotes: Life, Love, Family & Motivation",3,4.5,67186,6300000,1000000,0.0,2,Books & Reference,2018-05-18,
BQ Scan,25,4.6,18,4000000,100,0.0,0,Tools,2018-04-01,
Add-On: bq (a),27,3.6,26,1200000,5000,0.0,0,Productivity,2015-05-19,
gardening ideas flower diy,14,,0,5600000,100,0.0,0,House & Home,2017-05-29,
Software Update,25,4.4,8259,3500000,1000000,0.0,0,Tools,2018-07-18,
RoboPad,18,4.6,41,9200000,1000,0.0,0,Education,2017-07-07,
Add-On: bq (c),27,,17,1200000,1000,0.0,0,Productivity,2015-05-19,
Wherever BQ,24,,7,18000000,50,0.0,1,Travel & Local,2017-09-05,
Bono’s Pit Bar-B-Q,18,2.3,3,36000000,1000,0.0,2,Entertainment,2018-01-23,
Add-On: bq (b),27,,9,1200000,1000,0.0,0,Productivity,2015-05-19,
bq magazine,31,,2,8800000,50,0.0,0,News & Magazines,2018-07-19,
QR Scanner & Barcode Scanner 2018,27,3.8,8211,4100000,5000000,0.0,0,Productivity,2018-07-20,
Bill Miller Bar-B-Q Store Ops,4,,0,2500000,100,0.0,0,Business,2018-06-19,
BQ Scanner,25,3.0,2,2700000,100,0.0,0,Tools,2017-10-10,
Bar-B-Q Rib House,12,5.0,2,33000000,50,0.0,0,Food & Drink,2018-03-08,
Gold Wallpapers,26,4.5,43,28000000,10000,0.0,0,Personalization,2018-03-26,
[Substratum] M5 Theme,26,4.4,16,6700000,5000,0.0,0,Personalization,2018-03-10,
Zowi App,18,4.5,516,21000000,50000,0.0,0,Education,2016-12-21,Education
Bar-B-Q Recipes,12,4.8,18,3500000,5000,0.0,0,Food & Drink,2016-08-15,
System Update Free,25,4.3,3068,6000000,100000,0.0,0,Tools,2018-07-20,
Bar BQ Tonight Dublin,16,,0,22000000,50,0.0,0,Lifestyle,2018-05-20,
Woody's Bar-B-Q,12,3.7,3,27000000,1000,0.0,0,Food & Drink,2018-03-05,
Launcher Oreo 8.1,26,4.5,13466,3400000,500000,0.0,0,Personalization,2018-06-19,
Free antivirus and VPN,25,4.3,27749,16000000,1000000,0.0,0,Tools,2018-07-19,
Jimbo's Pit Bar B-Q,12,,3,12000000,100,0.0,0,Food & Drink,2016-11-28,
RoboPad++,18,4.4,77,10000000,10000,0.0,0,Education,2017-07-07,
Simple Gallery,25,4.5,28030,9000000,1000000,0.0,0,Tools,2018-08-02,
Pick-a-Paint,16,1.6,242,36000000,50000,0.0,0,Lifestyle,2018-05-14,
Miller's Bar B-Q,12,,0,12000000,50,0.0,0,Food & Drink,2016-11-30,
BAR-B-Q Recipes,12,,0,3600000,100,0.0,0,Food & Drink,2018-01-30,
Left vs Right: Brain Training,18,4.5,75719,30000000,5000000,0.0,0,Educational,2017-11-24,
Bar BQ Night Middlesbrough,21,,0,19000000,100,0.0,1,Shopping,2018-07-02,
BQ Wings,12,,1,13000000,50,0.0,0,Food & Drink,2018-07-17,
Bible Quizzer - The App for Bible Quizzers,18,,0,33000000,100,0.0,0,Education,2018-08-02,
Texas Bar-B-Q Rewards,12,,0,14000000,5,0.0,0,Food & Drink,2018-03-28,
4-T's Bar-BQ & Catering,21,,0,243000,10,0.0,0,Shopping,2017-01-16,
"Zetup, print in one click",25,,40,24000000,1000,0.0,0,Tools,2018-01-26,
Baskin-Robbins,12,3.8,1103,6600000,100000,0.0,0,Food & Drink,2018-06-08,
Infinity Dungeon VIP,18,4.3,21804,44000000,1000000,0.99,2,Role Playing,2018-07-03,
Carros Rebaixados BR,17,4.3,20691,89000000,1000000,0.0,0,Racing,2018-07-31,
BR,16,3.0,859,3500000,100000,0.0,0,Lifestyle,2018-07-19,
Bleacher Report Live,23,4.0,232,32000000,50000,0.0,0,Sports,2018-08-01,
Cardboard,15,4.2,130287,50000000,10000000,0.0,0,Libraries & Demo,2016-03-14,
QR Code Pro,27,4.8,5865,15000000,100000,4.49,0,Productivity,2018-07-18,
BR Video Player,30,4.0,46,3100000,5000,0.0,0,Video Players & Editors,2015-04-20,
Br. Parking - Busy road Parking 3D 2018,18,4.5,41,30000000,5000,0.0,0,Simulation,2018-01-13,
Br video editing,18,,1,34000000,100,0.0,0,Entertainment,2017-09-01,
B R Telco FCU Mobile Banking,11,4.7,413,13000000,10000,0.0,0,Finance,2018-05-30,
BR Chat Bot,20,1.9,16,2600000,1000,0.0,0,Social,2016-06-30,
Br Browser,20,4.9,29,2500000,500,0.0,0,Social,2018-03-20,
Dr B R Ambedkar (Jai Bhim),20,4.7,2068,7500000,100000,0.0,0,Social,2014-04-13,
Tv Br News,18,,4,569000,100,0.0,0,Entertainment,2018-01-10,
Br Shafi,18,4.9,1288,26000000,10000,0.0,0,Education,2018-07-11,
Dr. B.R.Ambedkar,20,4.8,1902,5200000,100000,0.0,0,Social,2014-06-05,
cronometra-br,27,,0,5400000,0,154.99,0,Productivity,2017-11-24,
Táxi Nacional BR,32,,88,9100000,5000,0.0,0,Maps & Navigation,2018-08-02,
Texas HoldEm Poker Deluxe (BR),17,4.5,1418,26000000,10000,0.0,1,Casino,2018-05-30,
BR Classified,4,,0,28000000,50,0.0,0,Business,2017-08-30,
Top BR Chaya Songs,18,,0,3800000,10,0.0,0,Entertainment,2018-05-18,
Mu Mobile BR,4,4.5,43,92000000,100,0.0,0,Business,2018-07-20,
Cube BR LWP simple,26,,19,206000,1000,0.0,0,Personalization,2016-11-25,
Brick Breaker BR,17,5.0,7,19000000,5,0.0,0,Arcade,2018-07-23,
Mu Elite BR,4,,30,93000000,100,0.0,2,Business,2018-07-16,
BR Series,30,3.9,1016,13000000,50000,0.0,1,Video Players & Editors,2018-05-28,
Loteria BR,18,,0,1800000,50,0.0,0,Entertainment,2017-05-17,
Vidroid.com.br,31,,49,10000000,5000,0.0,0,News & Magazines,2017-11-25,
CJ - BR MEMES,5,4.3,109,3500000,10000,0.0,0,Comics,2018-01-18,
CINE BR,30,,23,7500000,1000,0.0,0,Video Players & Editors,2018-03-29,
Vlogger Go Viral - Tuber Game,18,4.8,1304467,68000000,10000000,0.0,0,Strategy,2018-07-27,
Next Portuguese(BR) Langpack,25,4.3,1320,778000,100000,0.0,0,Tools,2013-09-13,
BR Ambedkar Biography & Quotes,3,4.6,156,2100000,10000,0.0,0,Books & Reference,2018-06-11,
B R COACHINGS,18,,1,9200000,10,0.0,0,Education,2018-07-12,
B. R. Ambedkar Jayanti SMS,26,,0,3000000,500,0.0,0,Personalization,2018-03-19,
Black Commando | Special Ops | FPS Shooting,17,4.1,1167,72000000,100000,0.0,1,Action,2018-05-03,
GearBest Online Shopping,21,4.5,245104,35000000,5000000,0.0,0,Shopping,2018-08-01,
True Skateboarding Ride Skateboard Game Freestyle,17,3.8,8175,31000000,1000000,0.0,2,Arcade,2018-01-03,
Bullshit! (Free),17,2.4,45,4100000,10000,0.0,1,Card,2016-08-26,
Bullshite!,17,2.8,48,13000000,10000,0.0,1,Card,2016-04-10,
Block Strike,17,4.5,947515,60000000,10000000,0.0,1,Action,2018-07-25,
Loved by King Bs,18,4.6,5546,85000000,100000,0.0,0,Simulation,2018-06-15,
BombSquad Remote,17,4.1,13304,1300000,1000000,0.0,0,Arcade,2016-11-30,
BS CS IT & SE,18,4.6,9,6900000,1000,0.0,0,Education,2018-05-16,
BSPlayer ARMv7 VFP CPU support,30,4.3,9966,5500000,1000000,0.0,0,Video Players & Editors,2017-03-31,
Marked by King Bs,18,4.6,70335,58000000,500000,0.0,1,Simulation,2017-10-17,
COMSATS BOOK STORE FOR BS(CS),18,5.0,15,94000000,50,0.0,0,Education,2018-07-11,
BS-Mobile,6,5.0,1,683000,50,0.0,0,Communication,2015-09-03,
BS Meter (Ad Supported),18,3.9,14,592000,1000,0.0,1,Entertainment,2013-08-14,
Simulator Brawl Box for BS,18,3.9,168,6400000,5000,0.0,0,Simulation,2017-06-27,
BS Generator,18,4.2,5,3300000,100,0.0,0,Entertainment,2016-07-23,
BS Match Maker Premium,25,,3,319000,10,0.99,0,Tools,2018-07-10,
BS Films,18,,1,24000000,100,0.0,0,Entertainment,2017-12-12,
BS Tractor,17,,3,36000000,100,0.0,0,Racing,2017-12-06,
BS player remote,30,3.5,54,186000,10000,0.0,0,Video Players & Editors,2013-04-22,
BibApp TU BS,18,,16,3500000,1000,0.0,0,Education,2014-12-15,
King of B.S.,18,4.0,4,840000,100,0.0,0,Education,2014-06-09,
BS Chopper,17,,0,41000000,100,0.0,0,Racing,2017-10-05,
BS Play,18,3.7,56,1500000,5000,0.0,0,Education,2015-03-04,
B@dL!bs Lite,17,3.8,10,36000000,1000,0.0,3,Word,2016-04-05,
BS Battery+,25,4.3,269,647000,50000,0.0,0,Tools,2012-08-18,
ATC Unico BS,6,,10,5300000,500,0.0,0,Communication,2015-10-16,
Revista BS,31,,10,19000000,100,0.0,0,News & Magazines,2017-01-13,
BS MAPS,32,4.5,6,2500000,50,0.0,0,Maps & Navigation,2018-07-28,
Beauty Rental Shop,18,4.6,11480,93000000,100000,0.0,0,Simulation,2018-05-25,
BS Where Am I,25,,9,2800000,50,0.0,0,Tools,2018-07-05,
Bsc Agri Notes,18,4.5,301,5600000,10000,0.0,0,Education,2018-07-01,
Love Signal: D-Mate,18,4.3,1895,72000000,50000,0.0,0,Simulation,2018-02-27,
BSC IT,18,4.4,847,21000000,10000,0.0,0,Education,2018-07-16,
BS TRACK CLIENT,25,,0,191000,10,0.0,0,Tools,2017-08-13,
Kiosko BS,31,,55,22000000,1000,0.0,0,News & Magazines,2017-05-12,
Sleeping Delivery,18,4.6,19640,67000000,100000,0.0,1,Simulation,2018-05-18,
BS Detector - Diss 'n' Gauges,18,,0,842000,50,1.49,0,Entertainment,2013-02-22,
CABLE SIZE CALCULATOR BS 7671,25,3.9,333,1100000,100000,0.0,0,Tools,2016-02-03,
Corporate B.S. Generator,4,,0,6900000,10,0.0,0,Business,2017-11-20,
Strætó.is,32,3.1,742,15000000,100000,0.0,0,Maps & Navigation,2018-07-09,
VOLT DROP CALCULATOR BS 7671,25,3.9,71,1100000,10000,0.0,0,Tools,2016-01-26,
BSc Ag Entrance Preparation,18,4.4,138,6200000,10000,0.0,0,Education,2018-05-31,
17th Edition Cable Sizer,3,4.4,47,1400000,1000,3.08,0,Books & Reference,2016-05-27,
Black Survival,18,4.4,48451,52000000,1000000,0.0,1,Strategy,2018-08-01,
Black Social,20,4.6,22,8700000,1000,0.0,1,Social,2018-08-05,
BTNotification,25,3.9,15665,373000,5000000,0.0,0,Tools,2016-07-08,
Little Magnet BT,25,4.6,3703,3800000,100000,0.0,0,Tools,2018-08-05,
BT Notifier,25,2.5,2794,3800000,1000000,0.0,0,Tools,2018-05-28,
Little Magnet BT Pro,25,4.6,251,3800000,1000,0.99,0,Tools,2018-08-05,
Bt Notifier -Smartwatch notice,25,2.8,632,8200000,500000,0.0,0,Tools,2017-05-23,
BT One Voice mobile access,6,4.0,32,437000,5000,0.0,0,Communication,2015-07-30,
BT One Mobile secure access,4,3.4,54,5700000,10000,0.0,0,Business,2016-07-28,
BT Communicator,20,3.8,32,1600000,10000,0.0,1,Social,2016-12-16,
BT One Voice anywhere,4,4.5,80,16000000,10000,0.0,0,Business,2016-12-23,
BT Find Address for Bluetooth,4,4.8,8,2600000,5000,0.0,0,Business,2017-10-31,
BT Camera,22,3.3,1307,6600000,500000,0.0,0,Photography,2017-02-24,
BT Messenger,6,3.9,97,598000,50000,0.0,0,Communication,2015-05-15,
BT One Phone Mobile App,6,3.5,33,2700000,10000,0.0,0,Communication,2017-09-18,
SW-100.tch by Callstel,6,4.0,1926,716000,1000000,0.0,0,Communication,2015-12-16,
BT App,31,,24,14000000,1000,0.0,0,News & Magazines,2018-07-19,
BT MeetMe with Dolby Voice,6,3.6,437,12000000,100000,0.0,0,Communication,2018-07-13,
ProGrade BT,25,,0,46000000,500,0.0,0,Tools,2018-04-27,
BT Share It,4,4.7,12,13000000,500,0.0,0,Business,2018-05-16,
Bluetooth Auto Connect,6,3.9,20829,1900000,5000000,0.0,0,Communication,2017-11-17,
Wifi BT Scanner,18,5.0,2,1200000,500,0.0,0,Education,2016-11-03,
Ultimate Control BT,4,4.6,14,4300000,500,0.0,0,Business,2018-06-06,
BT Controller,25,3.9,4374,13000000,1000000,0.0,0,Tools,2018-06-25,
BT Church,16,4.9,26,8400000,1000,0.0,1,Lifestyle,2018-06-25,
Mediatek SmartDevice,25,3.6,11187,7300000,1000000,0.0,0,Tools,2017-03-17,
LG BT Reader Plus,25,3.7,2992,585000,500000,0.0,0,Tools,2016-02-25,
BT Mobile,32,3.9,22,3200000,1000,0.0,0,Maps & Navigation,2018-07-04,
MagicLight BT,16,2.7,135,6500000,10000,0.0,0,Lifestyle,2018-07-11,
Bluetooth Control BT->uC FREE,25,3.8,67,2700000,10000,0.0,0,Tools,2016-06-06,
B.T.,31,2.8,636,1400000,100000,0.0,0,News & Magazines,2018-06-08,
Autool BT-BOX,25,3.5,4,17000000,500,0.0,0,Tools,2018-05-12,
BT Remote (SPP) for Bluetooth,25,4.1,36,3100000,10000,0.0,0,Tools,2016-10-24,
BT Satmeter,25,,0,2400000,100,0.0,0,Tools,2018-04-12,
Battery Notifier Pro BT,25,4.7,1363,1600000,10000,2.59,0,Tools,2017-06-07,
Battery Notifier BT Free,25,4.5,21979,982000,1000000,0.0,0,Tools,2017-06-07,
"BT Dating -Find your match, help cupid, be social",20,4.1,158,26000000,50000,0.0,3,Social,2018-07-19,
BT (Usage Interne),15,,3,19000000,100,0.0,0,Libraries & Demo,2017-08-17,
BT Position Sender - Bluetooth Position Sender,25,,0,2900000,10,0.0,0,Tools,2018-07-03,
Aegis BT,4,4.8,16,4500000,500,0.0,0,Business,2017-09-06,
BT Master,18,,0,222000,100,0.0,0,Education,2016-11-06,
OSRAM BT Control,25,,2,42000000,1000,0.0,0,Tools,2017-12-15,
Vip视频免费看-BT磁力搜索,25,,20,7900000,1000,0.0,0,Tools,2018-06-08,
AudioBT: BT audio GPS/SMS/Text,6,3.4,198,219000,50000,0.0,0,Communication,2017-02-21,
Jabbla BT,25,5.0,3,55000,100,0.0,0,Tools,2014-10-06,
BT Speed,23,,3,948000,10,4.8,0,Sports,2015-05-21,
USB BT Wi-Fi Color Terminal Modem,25,,0,7300000,5,8.99,0,Tools,2018-02-09,
SenseView BT Zephyr Sensor,25,4.3,37,323000,5000,0.0,0,Tools,2015-05-15,
Bu the Baby Bunny - Cute pet care game,18,4.4,37122,89000000,1000000,0.0,0,Educational,2018-06-14,
Boston University Alumni,18,1.8,5,5200000,1000,0.0,0,Education,2017-12-02,
BU Bus Tracker,32,4.2,57,15000000,10000,0.0,0,Maps & Navigation,2017-09-05,
kick the buddy,17,3.3,294,19000000,10000,0.0,0,Arcade,2018-07-19,
BU Bookstore,21,,2,7600000,1000,0.0,0,Shopping,2018-03-19,
BU Study,18,5.0,7,5600000,10,0.0,0,Education,2017-12-07,
BU Dental GoGoldman,24,,0,18000000,100,0.0,0,Travel & Local,2017-09-01,
Bu Hangi Uygulama ?,18,,1,24000000,10,0.0,0,Puzzle,2018-03-06,
BU Questrom Launch,24,,3,10000000,100,0.0,0,Travel & Local,2015-07-17,
sustainability@BU,16,4.8,10,11000000,1000,0.0,0,Lifestyle,2018-01-18,
BU School of Public Health,24,,0,29000000,10,0.0,0,Travel & Local,2018-05-20,
BU Mobile,18,4.5,472,4300000,10000,0.0,0,Education,2018-07-06,
Barisal University App-BU Face,18,5.0,100,10000000,1000,0.0,0,Education,2018-05-06,
"Pu - Cute giant panda bear, baby pet care game",18,4.5,22167,88000000,1000000,0.0,0,Educational,2018-06-12,
BU Students' Rep. Council,18,4.7,38,5300000,500,0.0,0,Education,2018-07-05,
On a Bu Pour Vous OBPV,16,,0,5400000,10,0.0,1,Lifestyle,2018-02-06,
BU Calculator,18,4.6,69,3100000,1000,0.0,0,Education,2017-07-24,
BU Beauty Rooms,2,,1,6000000,50,0.0,0,Beauty,2017-02-17,
Bu Hangi Firma?,18,,8,26000000,100,0.0,0,Trivia,2017-12-10,Education
BU Syllabus,18,4.5,38,6500000,1000,0.0,0,Education,2017-09-21,
Bu Hangi Ünlü?,17,,1,19000000,10,0.0,0,Trivia,2018-06-09,
Bu Nedir ?,17,,0,33000000,50,0.0,0,Trivia,2018-04-15,
BU Bison Nation,23,3.5,4,40000000,100,0.0,0,Sports,2017-09-21,
Kim Bu Youtuber?,18,,11,9200000,1000,0.0,0,Puzzle,2017-09-09,
BU HANGİ ŞARKI ? - 2018,17,,4,28000000,100,0.0,0,Trivia,2018-06-02,
BU Library,18,3.5,4,21000000,1000,0.0,0,Education,2017-09-22,
