,App,Category,Rating,Reviews,Size,Installs,Price,Content Rating,GenrePrincipal,Last Updated,GenreSecondaire
5665,Au-allstar for KR,17,3.6,2433,47000000,100000,0.0,0,32,2018-06-15,0
5666,STUCOR - AU,18,4.5,1827,12000000,100000,0.0,0,8,2018-06-05,0
5667,loans.com.au Smart Money,11,3.5,30,17000000,1000,0.0,0,11,2018-05-27,0
5668,AU Students Zone (Result 2016),18,4.0,97,3900000,10000,0.0,0,8,2016-07-01,0
5669,Top #5 Bσσkie in AU,23,,0,10000000,100,0.0,0,24,2017-12-06,0
5670,AU Results 2017 Auzone,18,3.8,762,4100000,100000,0.0,0,8,2017-02-01,0
5671,Au Pair,20,3.6,58,15000000,10000,0.0,0,36,2017-08-14,0
5672,AU Call Blocker - Block Unwanted Calls Texts 2018,6,4.2,16,3300000,1000,0.0,0,6,2018-04-24,0
5673,realcommercial.com.au,4,4.4,128,6700000,50000,0.0,0,4,2018-06-26,0
5674,Powershop AU,25,4.0,498,11000000,10000,0.0,0,40,2018-07-12,0
5675,Australia Newspapers - AU News Apps,31,4.7,48,4100000,1000,0.0,0,45,2018-07-08,0
5676,news.com.au,31,,1,3700000,100,0.0,0,45,2018-07-23,0
5677,Media Sosial TNI AU,20,,88,4300000,1000,0.0,0,36,2018-01-24,0
5678,Dance On Mobile,18,4.1,23609,31000000,1000000,0.0,1,19,2018-04-13,0
5679,Super Dancer VN,17,4.0,24312,25000000,500000,0.0,0,32,2018-07-22,0
5680,Alerte au gogol,18,,14,2000000,1000,0.0,0,9,2018-02-09,0
5681,Neuvaine au Saint-Esprit,16,4.7,57,5800000,10000,0.0,0,16,2017-09-18,0
5682,Neuvaines et prières au Coeur Sacré de Jésus,16,,17,3700000,5000,0.0,0,16,2017-09-05,0
5683,SMS Au revoir,18,,17,1700000,5000,0.0,0,9,2018-01-15,0
5684,allhomes.com.au,14,3.8,874,12000000,100000,0.0,0,14,2018-08-01,0
5685,Jobs in Canada - Emplois au Canada,4,5.0,2,14000000,1000,0.0,1,4,2018-08-05,0
5686,Predator Calls for Hunting AU,23,4.4,27,78000000,10000,0.0,0,24,2016-08-03,0
5687,Romance et Mystères au Lycée,18,,350,6400000,10000,0.0,1,9,2017-02-23,0
5688,Au Rubis les bijoutiers,16,,0,10000000,100,0.0,0,16,2018-07-24,0
5689,Love Dance,17,4.0,29462,44000000,1000000,0.0,1,32,2018-06-14,0
5690,mon guide au bank populaire -infos et instructions,11,,4,1500000,1000,0.0,1,11,2018-06-13,0
5691,Avatar Musik,17,3.8,159063,85000000,1000000,0.0,0,32,2018-02-09,0
5692,Job'Of - Emploi au Cameroun,4,4.1,294,9800000,10000,0.0,0,4,2018-07-05,0
5693,Mali 7 - Actualités au Mali,31,4.3,697,5700000,50000,0.0,0,45,2017-04-08,0
5694,Gâteau au yaourt,12,,38,3700000,10000,0.0,0,12,2018-06-09,0
5697,Total AV,27,3.4,617,46000000,100000,0.0,0,42,2018-04-17,0
5698,日本AV历史,3,4.1,215,30000000,10000,0.0,1,3,2018-03-06,0
5699,AV Buddy Free,18,4.1,25,47000000,5000,0.0,0,8,2017-03-08,0
5700,AV HD Video Player,18,3.8,6,23000000,1000,0.0,0,9,2018-01-19,0
5702,Avakin Life - 3D virtual world,18,4.4,1275373,91000000,10000000,0.0,1,30,2018-07-03,0
5703,AV-IPTV,30,4.4,43,44000000,1000,0.0,0,34,2018-04-27,0
5705,"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",30,3.3,171,4800000,10000,0.0,0,34,2017-08-10,0
5706,Baby Monitor AV,6,3.3,1434,9500000,100000,0.0,0,6,2014-03-06,0
5707,HD Video Player - Video & MP3 Player | AV Player |,30,4.4,22,19000000,5000,0.0,0,34,2018-03-06,0
5708,Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,25,3.7,701,7300000,100000,0.0,0,40,2018-07-31,0
5709,LG AV REMOTE,25,3.4,2420,1800000,1000000,0.0,0,40,2016-06-03,0
5710,App Seguridad AV Villas,11,2.3,251,5700000,50000,0.0,0,11,2017-10-12,0
5711,Gogo Vision (Biz Av),18,3.3,11,7300000,1000,0.0,1,9,2017-08-23,0
5712,Ai-Ball AV Recorder,22,2.7,90,4000000,5000,2.99,0,38,2017-10-19,0
5713,AV Phone,6,,4,3700000,1000,0.0,0,6,2018-07-09,0
5714,Norton Security and Antivirus,25,4.6,1170641,26000000,10000000,0.0,0,40,2018-07-26,0
5715,AV Pro Voice Changer,18,3.5,174,5600000,50000,0.0,0,9,2016-06-29,0
5716,Remote For Pioneer AV Receivers and Blu-Ray,25,3.4,150,7300000,50000,0.0,0,40,2018-06-01,0
5717,AV Phonetics,18,4.3,259,49000000,10000,0.0,0,8,2017-02-22,0
5718,AV MAX,16,4.1,9,8700000,1000,0.0,0,16,2018-07-18,0
5719,Kaspersky Mobile Antivirus: AppLock & Web Security,25,4.7,2598579,49000000,50000000,0.0,0,40,2018-07-24,0
5720,"Mobile Security: Antivirus, Web Scan & App Lock",27,4.4,574719,20000000,10000000,0.0,0,42,2018-07-16,0
5721,MyAV Remote for Denon & Marantz AV Receivers,16,3.8,250,7300000,50000,0.0,0,16,2018-07-31,0
5722,EML UPnP-AV Control Point,30,3.0,78,322000,10000,0.0,0,34,2013-09-19,0
5723,Kinot & Eichah for Tisha B'Av,3,4.4,98,6300000,10000,0.0,0,3,2014-08-04,0
5724,Samsung TV AV Guide 2016,25,4.2,27,3400000,5000,0.0,0,40,2016-05-17,0
5725,Professional AV Solution & Products information,27,4.5,24,22000000,1000,0.0,0,42,2017-07-12,0
5726,AV High School District,18,3.5,91,25000000,10000,0.0,0,8,2018-04-05,0
5727,Bitdefender Antivirus Free,25,4.5,78629,6300000,1000000,0.0,0,40,2018-07-20,0
5728,DEER HUNTER 2018,17,4.3,955614,82000000,10000000,0.0,1,22,2018-06-26,0
5729,Kinot Tisha'a Be'av - Ashkenaz,16,4.5,82,8700000,5000,0.0,0,16,2015-07-26,0
5730,AV Anthony's,12,,0,10000000,50,0.0,0,12,2018-07-11,0
5731,"Avast Cleanup & Boost, Phone Cleaner, Optimizer",25,4.5,648380,24000000,10000000,0.0,0,40,2018-08-01,0
5733,Aw Restaurant,18,4.8,4,43000000,100,0.0,0,19,2018-02-06,0
5735,AW Screen Recorder No Root,30,4.3,1659,3700000,100000,0.0,0,34,2017-07-06,0
5736,A&W Restaurants,12,1.7,14,13000000,1000,0.0,0,12,2018-06-06,0
5738,AW Tozer Devotionals - Daily,3,4.2,8,3900000,5000,0.0,0,3,2016-10-07,0
5739,AW Toolbox,4,,3,13000000,100,19.9,0,4,2016-12-22,0
5740,Analog Clock AW Plus-7,25,4.2,725,3000000,100000,0.0,0,40,2018-03-14,0
5741,Analog Clock AW-7,25,4.3,2158,3000000,100000,0.0,0,40,2018-03-07,0
5743,Armored Warfare: Assault,17,4.0,7718,46000000,100000,0.0,0,22,2018-08-02,0
5744,Watch AW-7,25,4.2,249,3000000,50000,0.0,0,40,2018-03-17,0
5745,AW TeamUp,31,4.6,9,17000000,500,0.0,0,45,2018-06-04,0
5746,Auction Wars : Storage King,17,4.1,29062,63000000,1000000,0.0,0,47,2017-09-15,0
5747,AW Training,18,4.6,11,17000000,1000,0.0,0,8,2018-07-05,0
5748,Digital Clock AW-7,25,4.1,484,2900000,100000,0.0,0,40,2018-03-06,0
5749,Analog and Digital Clock AW-7,25,4.0,202,2900000,50000,0.0,0,40,2018-03-15,0
5750,AW Connect,18,,0,26000000,10,0.0,0,8,2018-06-26,0
5751,Analog Clock AW-7 PRO,25,3.3,40,2700000,1000,1.99,0,40,2018-03-07,0
5754,AW CAMERA,25,,2,24000000,100,0.0,0,40,2018-01-30,0
5755,AW Browser with Chrome Custom Tabs,25,4.0,9,4700000,500,0.0,0,40,2018-05-17,0
5756,Analog and Digital Clock AW-7PRO,25,,4,2700000,100,1.99,0,40,2018-03-15,0
5757,AW Radio,18,,1,1700000,100,0.0,1,9,2015-06-24,0
5758,Roman Clock AW-7,25,4.4,52,3000000,5000,0.0,0,40,2018-03-17,0
5759,Square Analog Clock AW-7,25,4.2,294,3000000,50000,0.0,0,40,2018-03-10,0
5761,AirWatch Agent,4,3.1,20973,31000000,5000000,0.0,0,4,2018-08-01,0
5762,Handbreit by a.w.niemeyer,31,,21,36000000,1000,0.0,0,45,2017-05-31,0
5763,Tozer Devotional -Series 1,3,5.0,5,4300000,1000,0.0,0,3,2016-10-08,0
5764,Modern Action Commando 3D,17,4.2,492,63000000,100000,0.0,1,22,2017-04-06,0
5765,HCP Anywhere,4,4.7,114,8600000,5000,0.0,0,4,2018-03-30,0
5766,Call of Duty®: Heroes,17,4.4,1604146,57000000,10000000,0.0,1,22,2018-06-27,0
5768,Amber Weather,29,4.4,260137,13000000,10000000,0.0,2,44,2018-07-16,0
5769,Advanced Warfare Guns,18,2.9,2079,5600000,100000,0.0,0,9,2015-06-06,0
5771,News.aw,31,,1,1000000,10,0.0,0,45,2015-07-15,0
5774,Video Editor,30,3.8,1156,23000000,100000,0.0,0,34,2015-10-20,0
5775,The Pursuit of God,3,4.8,6,1600000,1000,0.0,0,3,2017-02-14,0
5776,Food-Aw - Order Food Online in Aruba,12,5.0,1,24000000,100,0.0,0,12,2018-04-05,0
5777,F05WatchFace for Android Wear,27,3.9,127,5900000,1000,0.99,0,42,2017-12-24,0
5780,Anime Expo 2018,18,4.7,54,44000000,10000,0.0,0,9,2018-06-08,0
5781,Adventure Xpress,18,4.2,24775,30000000,100000,0.0,2,23,2015-10-12,0
5782,AXE.IO - Brutal Survival Battleground,17,4.2,3845,76000000,500000,0.0,2,18,2018-08-03,0
5783,Dynamics AX,4,3.7,244,976000,10000,0.0,0,4,2015-10-26,0
5784,AX Player -Nougat Video Player,30,4.1,15765,10000000,1000000,0.0,0,34,2014-09-12,0
5785,Armani Exchange Connected,16,4.1,305,44000000,10000,0.0,0,16,2017-07-04,0
5786,Axe Champ,17,3.8,141,19000000,10000,0.0,0,18,2018-05-26,0
5787,AX Battery Saver,11,4.6,4546,3000000,100000,0.0,0,11,2018-02-08,0
5788,Axe Champ Hit,17,,1,15000000,100,0.0,0,18,2018-05-25,0
5789,Axe Champion,17,4.4,21,15000000,5000,0.0,0,18,2018-05-28,0
5790,Vikings Stickman Axe Fighting,17,4.2,924,43000000,100000,0.0,0,18,2017-10-21,0
5791,AX Video Player,30,4.4,569,2600000,50000,0.0,0,34,2015-11-11,0
5792,Katalogen.ax,6,,1,172000,100,0.0,0,6,2014-10-02,0
5793,Axe,18,,18,24000000,1000,0.0,0,27,2017-12-01,0
5794,Axetatic - Axe Throwing Game,17,4.6,29,31000000,1000,0.0,2,18,2017-10-22,0
5795,Axe Champs! Wars,17,5.0,8,25000000,50,0.0,0,18,2018-06-26,0
5796,Tips Microsoft Dynamics Ax,27,,1,2300000,500,0.0,0,42,2017-07-08,0
5797,Axe Knight,17,4.5,52,33000000,5000,0.0,0,22,2018-06-26,0
5798,AX Timesheets App for Dynamics,4,,0,9000000,10,0.0,0,4,2018-02-15,0
5799,Axxess AX-DSP,25,3.5,17,7400000,5000,0.0,0,40,2018-06-04,0
5800,AX Window,25,,0,19000000,5,0.0,0,40,2017-10-10,0
5801,Axxess Updater,25,3.9,56,2300000,10000,0.0,0,40,2016-12-19,0
5802,The Vikings,17,4.4,15806,42000000,1000000,0.0,1,18,2018-06-06,0
5804,INTERACTIVE CALCULUS PRO,18,,0,3300000,10,0.99,0,8,2018-02-22,0
5805,Knife&Axe Throwing,17,3.1,440,9100000,50000,0.0,0,18,2012-11-26,0
5806,Stickman and Axe,17,4.4,69,2800000,50000,0.0,1,22,2017-11-25,0
5807,Axe Throw: Flip Champ Axes Champion Throwing Games,17,,1,13000000,50,0.0,0,18,2018-05-31,0
5808,Q7 SmartWatch,13,3.0,94,30000000,10000,0.0,0,13,2018-07-09,0
5809,Workflow Approvals App AX 2012,4,,2,3000000,100,0.0,0,4,2018-07-12,0
5810,Tips & Tricks Dynamics AX 365,27,,1,2200000,100,0.0,0,42,2017-07-14,0
5811,Axe Man,17,3.7,53,14000000,1000,0.0,0,17,2015-02-23,0
5812,AX Watch for WatchMaker,26,,2,238000,1,0.99,0,41,2017-08-18,0
5813,Throw Knife,18,3.7,291,37000000,100000,0.0,0,27,2017-09-14,0
5814,Dead Zombie Evil Killer:Axe,17,3.9,71,52000000,10000,0.0,1,22,2016-12-01,0
5815,INTERACTIVE CALCULUS FOR MATHS AND PHYSICS,18,4.8,53,4400000,1000,0.0,0,8,2018-02-28,0
5817,AX!OM,16,,5,28000000,50,0.0,0,16,2017-02-16,0
5818,Zlax.io Zombs Luv Ax,17,4.6,6344,32000000,500000,0.0,0,22,2018-04-04,0
5819,AX Selfie,16,4.6,10,3400000,500,0.0,0,16,2015-08-31,0
5820,Ax 3 Domaines,23,4.5,12,23000000,1000,0.0,0,24,2018-01-26,0
5821,Clash of Axe: Flippy Lumberjack Action X,17,4.3,6,61000000,1000,0.0,0,22,2017-09-14,0
5822,Flippy Axe : Flip The Knife & Axe Simulator,17,5.0,7,15000000,100,0.0,0,18,2017-09-27,0
5823,Axe Clicker,18,4.3,10446,64000000,500000,0.0,0,19,2018-07-13,0
5825,Axe Wallpaper,26,4.7,9,12000000,100,0.0,1,41,2017-02-03,0
5826,Woodman Deluxe,17,4.0,82,4400000,5000,0.0,0,22,2015-07-06,0
5827,Ay,30,3.8,11,3600000,5000,0.0,1,34,2018-05-04,0
5828,A-Y Collection,21,5.0,2,2900000,100,0.0,1,37,2018-02-16,0
5829,AY Sing,3,4.8,111,10000000,5000,0.0,0,3,2018-05-21,0
5830,Ay Up,18,4.5,11,7200000,100,0.0,0,9,2015-10-27,0
5831,"AY Recorder - Screen Recorder, Live, Video Editor",25,4.3,12,3800000,500,0.0,0,40,2017-05-15,0
5832,¡Ay Caramba!,18,,0,549000,1,1.99,0,8,2014-06-13,0
5833,Ay Sabz Gunbad Waly,30,,4,3900000,1000,0.0,0,34,2017-09-11,0
5834,Ay Yıldız - Xperia Live Theme,26,,0,2900000,10,0.99,0,41,2017-12-26,0
5835,25 Mins Ako ay may lobo Etc Pinoy Kid Song Offline,18,,0,42000000,10,0.0,3,9,2018-07-29,0
5836,camera zoom moon,22,3.7,1213,1100000,500000,0.0,0,38,2018-01-23,0
5837,Ako ay may lobo Pinoy Kid Song Offline,18,,0,9700000,1,0.0,3,9,2018-07-30,0
5838,Ay Yıldız Analog Saat,26,,37,1700000,1000,0.0,0,41,2016-07-21,0
5839,Ay Telekom Oim,16,,6,13000000,100,0.0,0,16,2018-02-17,0
5840,Holy Quran Mehmet Emin Ay,16,,649,55000000,10000,0.0,0,16,2017-03-14,0
5841,Ay Yıldız Duvar Kağıtları,26,,3,6500000,100,0.0,0,41,2017-12-10,0
5842,Ay Hasnain k Nana Milad Naat,3,4.3,72,1900000,10000,0.0,0,3,2015-12-21,0
5843,Mehmet Emin Ay İlahileri,18,,0,5100000,10,0.0,0,9,2018-07-13,0
5844,¡Ay Metro!,17,3.8,489,36000000,10000,0.0,2,18,2015-03-17,0
5845,AY Oakmont,13,,0,11000000,10,0.0,0,13,2018-07-09,0
5846,YAKALA AY,17,,0,14000000,1,0.99,0,18,2018-07-07,0
5848,Pinoy Kid Song Ako ay may Lobo,18,4.6,23,17000000,10000,0.0,0,8,2016-09-12,0
5850,Ay Mohabbat Teri Khatir Novel,3,4.2,27,4300000,10000,0.0,0,3,2018-01-30,0
5851,AY Recruitment,4,,1,4000000,10,0.0,0,4,2018-05-22,0
5852,Quran Khmer Offline AY,18,5.0,41,4000000,1000,0.0,0,8,2017-12-13,0
5853,Ay Yıldız Keyboard,25,,26,3000000,1000,0.0,0,40,2018-05-23,0
5854,AY EMLAK,4,,8,1200000,10,0.0,1,4,2018-07-11,0
5855,Ay Vamos - PJ. Balvin - Piano,17,,0,29000000,5,0.0,0,18,2018-07-09,0
5857,Ay Peruk,4,,0,3400000,1,0.0,0,4,2017-10-31,0
5858,Sun & Moon AR Locator,29,3.3,115,5100000,10000,0.0,0,44,2017-02-23,0
5859,Display Phone Screen On TV,25,3.6,9895,2700000,1000000,0.0,0,40,2017-02-03,0
5860,San Andreas Crime Stories,17,4.0,162530,97000000,10000000,0.0,3,26,2018-07-02,0
5861,Masha and The Bear,18,4.0,39779,19000000,5000000,0.0,0,34,2016-08-05,6
5862,Miami crime simulator,17,4.0,254518,100000000,10000000,0.0,3,22,2018-07-09,0
5864,Strange Hero: Future Battle,17,4.2,88901,73000000,10000000,0.0,1,22,2018-05-24,0
5865,Gangster Town: Vice District,18,4.3,65146,100000000,10000000,0.0,3,27,2018-05-31,0
5866,iMediaShare – Photos & Music,30,4.2,104551,18000000,10000000,0.0,0,34,2017-12-19,0
5867,Earth & Moon in HD Gyro 3D Parallax Live Wallpaper,26,4.5,66321,18000000,5000000,0.0,0,41,2018-06-11,0
5868,Mad Day - Truck Distance Game,17,4.3,29270,44000000,5000000,0.0,0,22,2018-07-25,0
5870,AZ Browser. Private & Download,6,4.4,1520,5200000,100000,0.0,0,6,2016-12-31,0
5871,AZ Lottery Players Club,18,4.2,97,8900000,10000,0.0,0,9,2018-07-09,0
5872,AZ Plugin 2 (newest),15,4.2,11087,34000000,1000000,0.0,0,15,2017-03-16,0
5873,Kids A-Z,18,4.2,26426,30000000,1000000,0.0,0,8,2018-08-02,4
5874,AZ Camera - Manual Pro Cam,22,3.4,2332,1600000,100000,0.0,0,38,2015-08-28,0
5875,A-Z App Store,27,3.2,2728,4400000,500000,0.0,0,42,2016-10-05,0
5876,AZ Screen Recorder pro,25,4.0,60,3700000,5000,0.0,0,40,2018-03-19,0
5877,Permit Test AZ Arizona MVD DOT,18,4.6,227,11000000,10000,0.0,0,8,2017-10-12,0
5878,AZ PLAYER HD,25,3.2,24,4700000,10000,0.0,0,40,2016-04-11,0
5879,Long Realty AZ Home Search,16,4.4,132,33000000,10000,0.0,0,16,2018-03-06,0
5880,NB|AZ Mobile Banking,11,4.0,463,13000000,10000,0.0,0,11,2018-04-05,0
5881,Movie Downloader Torrent : Az Torrent,30,4.7,70,14000000,1000,0.0,0,34,2018-07-07,0
5882,A-Z Screen Recorder -,30,,17,3700000,500,0.0,0,34,2018-07-23,0
5883,AZ Immune Related AEManagement,19,3.7,3,7300000,500,0.0,0,35,2018-05-24,0
5885,AZ Rockets,17,4.2,162,37000000,10000,0.0,0,18,2018-05-25,0
5886,NB|AZ Business Mobile Banking,11,4.1,44,13000000,1000,0.0,0,11,2018-04-05,0
5887,Az Content,18,3.5,24,13000000,10000,0.0,0,9,2018-06-05,0
5888,Catalyst AZ,18,4.8,12,8400000,500,0.0,1,8,2018-06-27,0
5889,Casino AZ/Talking Stick Resort,24,4.3,201,45000000,10000,0.0,0,39,2018-07-16,0
5890,Graffiti Letters (A-Z),16,3.9,386,7900000,50000,0.0,0,16,2017-02-18,0
5891,GPS.AZ,32,,30,4200000,1000,0.0,0,46,2015-04-02,0
5892,First Credit Union (AZ) Mobile,11,3.5,100,11000000,10000,0.0,0,11,2017-06-13,0
5893,Arizona Mobile,18,4.3,285,6200000,10000,0.0,0,8,2017-11-07,0
5894,AZ Mobile Gizmo,4,4.4,16,3700000,1000,0.0,0,4,2018-04-02,0
5895,Az Video Status,18,4.8,13,6000000,100,0.0,0,9,2018-08-02,0
5896,"Arizona Statutes, ARS (AZ Law)",3,3.9,9,8800000,1000,0.0,0,3,2017-10-18,0
5897,Explore Sedona & Northern AZ,24,3.8,43,22000000,10000,0.0,0,39,2017-03-07,0
5898,Arizona DMV Permit Test - AZ,18,4.2,109,30000000,10000,0.0,0,8,2018-02-15,0
5899,Oxford A-Z of English Usage,3,4.0,5300,11000000,1000000,0.0,0,3,2017-11-28,0
5900,Cures A-Z,13,4.0,265,4100000,100000,0.0,0,13,2015-08-13,0
5901,AZ Practice Test & Questions,18,4.4,13,3400000,1000,0.0,0,8,2017-03-23,0
5902,Arizona Trail,24,4.7,65,13000000,5000,0.0,0,39,2017-04-06,0
5903,Ultrasound A-Z,18,4.5,112,39000000,10000,0.0,0,8,2018-06-05,0
5904,A-Z Punjabi Songs & Music Videos 2018,18,4.3,367,5100000,100000,0.0,0,9,2018-05-17,0
5905,Manga AZ - Manga Comic Reader,5,3.3,126,4700000,5000,0.0,1,5,2018-07-24,0
5906,Barista Coffee Dictionary A-Z,16,4.3,127,5500000,10000,0.0,0,16,2016-06-03,0
5907,Phoenix and Arizona Cameras,24,4.1,134,5300000,10000,0.0,0,39,2018-06-20,0
5908,AZ REMOTE CONTROL,25,2.1,149,2800000,50000,0.0,0,40,2016-03-28,0
5909,Greater London A-Z 2016,24,3.7,40,9000000,1000,8.49,0,39,2016-08-18,0
5910,British Airways,24,4.2,25726,51000000,1000000,0.0,0,39,2018-07-24,0
5911,Ba Financial Calculator plus,11,4.4,31,206000,1000,3.99,0,11,2018-07-15,0
5912,Financial Calculator BA Chien.,11,4.2,23,954000,500,3.99,0,11,2016-12-14,0
5913,BA4You,4,2.1,87,26000000,5000,0.0,0,4,2018-04-26,0
5914,BA Pro Financial Calculator,11,2.4,36,9400000,1000,1.99,0,11,2015-11-16,0
5915,BA Calculator,27,4.1,22,2400000,5000,0.0,0,42,2018-07-22,0
5916,ba,18,3.1,1734,5800000,500000,0.0,0,21,2016-06-08,0
5917,Ra Ga Ba,17,5.0,2,20000000,1,1.49,0,18,2017-02-08,0
5918,Experience BA,24,,6,17000000,100,0.0,0,39,2018-06-27,0
5919,Ba Cristi,17,3.5,196,35000000,10000,0.0,0,17,2016-03-22,0
5920,Ba ba black sheep offline Video,28,4.2,20,17000000,10000,0.0,0,43,2017-07-02,0
5921,BA SALES,6,,0,2900000,1,0.0,0,6,2018-01-31,0
5922,Goody.ba,18,4.7,303,42000000,10000,0.0,0,9,2018-07-22,0
5923,BA Status,24,,0,5100000,100,0.0,0,39,2016-08-13,0
5924,Alif Ba Ta Bullseye,18,,1,16000000,5,1.99,0,31,2016-05-30,0
5925,BA Accesible,13,,31,4700000,1000,0.0,0,13,2016-07-19,0
5926,Learn alif ba ta,18,4.8,23,35000000,10000,0.0,0,31,2017-11-28,4
5927,Learn Quran with Elif Ba,18,,3,12000000,100,1.49,0,8,2017-03-03,0
5928,Arabic Alif Ba Ta For Kids,18,4.5,226,26000000,100000,0.0,0,8,2017-05-30,4
5929,Arabic Alphabet Alif Ba Ta Wooden Blocks,18,4.6,66,17000000,10000,0.0,0,31,2018-02-25,4
5930,Let's Learn Alif Ba Ta,18,4.6,32,60000000,10000,0.0,0,8,2017-11-29,0
5931,Sufara.ba,18,4.9,285,25000000,10000,0.0,0,8,2018-01-05,0
5932,Elif Ba - Learn The Holy Quran,18,4.8,1491,38000000,50000,0.0,0,8,2017-10-31,0
5933,Instant Ba-dum-tss,18,4.0,13,2000000,1000,0.0,0,9,2015-09-23,0
5934,Ba Zi Fortune,16,3.9,592,2500000,100000,0.0,0,16,2018-01-02,0
5935,BA VPN - Free Unlimited VPN,18,4.1,181,9200000,10000,0.0,0,9,2018-06-14,0
5936,Ba dum tss - Rimshot widget,5,4.1,690,444000,50000,0.0,0,5,2015-09-29,0
5937,Alif Ba Ta Song - Arabic Kids,18,4.5,227,15000000,50000,0.0,0,31,2018-02-24,4
5938,Fitness Dance for Zum.ba Workout Exercise,13,4.2,287,12000000,50000,0.0,0,13,2018-07-30,0
5939,Cafe.ba,31,4.0,677,4400000,10000,0.0,0,45,2017-06-07,0
5940,058.ba,31,4.4,27,14000000,100,0.0,0,45,2018-07-06,0
5941,Loreal - BA Makeup,25,1.9,8,6700000,1000,0.0,0,40,2018-04-18,0
5942,PROFESSOR SEE-BA LINGUAGENS E SUAS TECNOLOGIAS,27,,0,3700000,10,2.99,0,42,2017-12-01,0
5943,Poteau BA,18,,3,4000000,500,0.0,0,8,2017-07-16,0
5944,Elif Ba Oyunu,25,3.7,26,2200000,5000,0.0,0,40,2015-11-02,0
5945,Ain Arabic Kids Alif Ba ta,18,,0,33000000,0,2.99,0,8,2016-04-15,0
5947,Klix.ba,31,4.0,3647,5700000,100000,0.0,0,45,2017-02-25,0
5948,PBA® Bowling Challenge,23,4.3,242096,87000000,10000000,0.0,0,24,2018-08-02,0
5949,Avios for Android,24,2.5,862,30000000,100000,0.0,0,39,2018-04-10,0
5950,Banana Kong,17,4.4,3452530,68000000,100000000,0.0,0,22,2018-02-07,0
5951,BA 3 Banjarmasin,20,,2,5900000,10,0.0,1,36,2018-07-28,0
5953,Elifba Quran Learning Game,18,4.7,1424,19000000,100000,0.0,0,31,2018-06-07,0
5954,Space Shooter : Galaxy Attack,17,4.6,169661,40000000,10000000,0.0,0,18,2018-08-01,0
5955,Hunt Buddy BC,23,4.4,172,49000000,5000,2.99,0,24,2018-07-10,0
5956,"Survival Mobile:10,000 BC",18,4.3,7441,52000000,500000,0.0,2,21,2018-08-02,0
5957,iHunter BC,23,4.4,55,63000000,1000,4.49,0,24,2018-08-03,0
5958,Anthem BC Anywhere,19,2.6,496,24000000,100000,0.0,0,35,2018-07-27,0
5959,iFish BC,23,3.6,25,6000000,1000,3.99,0,24,2015-02-18,0
5960,BC Connect,18,3.8,11,17000000,1000,0.0,0,8,2018-03-14,0
5961,Ice Crush 10.000 B.C.,18,4.4,31,4200000,100,0.99,0,19,2013-08-15,0
5962,BC Navigator,18,4.4,21,32000000,1000,0.0,0,8,2018-05-10,0
5963,BC Lotto Check,18,3.0,10,717000,5000,0.0,0,9,2016-06-22,0
5965,BC Liquor Stores,16,3.7,492,4300000,50000,0.0,0,16,2015-10-05,0
5966,BC MVA Fines,3,5.0,5,7200000,50,1.75,0,3,2015-10-08,0
5967,British Columbia Transit Info,32,,0,5000000,100,0.0,2,46,2016-02-19,0
5968,BC Hospital Wait Times,19,4.2,8,1200000,500,0.0,0,35,2016-01-19,0
5969,"Town of Princeton, BC",27,4.8,4,31000000,100,0.0,0,42,2018-06-25,0
5970,Explore British Columbia - BC Travel Guide,24,4.4,7,17000000,500,0.0,0,39,2017-10-09,0
5971,Bridge Constructor Stunts FREE,18,4.1,36151,46000000,1000000,0.0,0,27,2017-04-22,0
5972,BC's Pizza,16,4.7,113,20000000,1000,0.0,0,16,2016-09-30,0
5973,Baby Connect (activity log),28,4.7,8343,8300000,50000,4.99,0,43,2018-07-10,0
5974,BC Wildfire,25,3.3,27,5000000,5000,0.0,0,40,2018-05-31,0
5975,BC Slots - The Lost Reels FREE,17,4.0,209,22000000,10000,0.0,1,47,2018-07-13,0
5976,BC Mobile Intro - Americas,16,,0,3100000,50,0.0,0,16,2018-06-21,0
5977,Car Driving Theory Test BC,18,,0,2200000,10,1.49,0,8,2012-04-09,0
5978,Truck Driving Test Class 3 BC,18,1.0,1,2000000,50,1.49,0,8,2012-04-09,0
5979,BC Highways - Road Conditions,24,4.4,382,12000000,10000,0.0,0,39,2018-02-01,0
5980,BC Camera,22,4.2,5,5500000,500,0.0,0,38,2018-01-10,0
5981,BC iptv player,30,4.4,8,14000000,1000,0.0,0,34,2017-10-12,0
5983,"Victoria, BC | Tour City",24,4.3,20,15000000,1000,0.0,0,39,2016-08-02,0
5984,BC Wildflowers,18,4.4,7,81000000,1000,0.0,0,8,2017-07-10,0
5985,Bc Vod,30,,1,62000000,100,0.0,0,34,2018-04-17,0
5986,BC Hockey,23,3.7,20,8900000,1000,0.0,0,24,2017-12-08,0
5988,British Columbia Tourist Places (Guide),24,4.0,1,3000000,100,0.0,0,39,2017-11-08,0
5989,PMHNP-BC Pocket Prep,19,4.4,112,13000000,1000,0.0,0,35,2018-07-12,0
5990,British Columbia License,18,3.3,14,11000000,1000,0.0,0,8,2015-01-19,0
5991,BC browser,4,,1,3400000,100,0.0,0,4,2018-01-17,0
